name,conference,power_conf,norm_win_pct,norm_net_rank,norm_trank,norm_barthag,norm_adj_oe,norm_adj_de,norm_adj_margin,norm_adj_tempo,norm_sos,norm_elite_sos,norm_efg_pct,norm_efg_d,norm_tov_pct,norm_tov_d,norm_orb_pct,norm_drb_pct,norm_ft_rate,norm_ft_rate_d,norm_two_pt_pct,norm_three_pt_pct,norm_three_pt_d,norm_blk_pct,norm_stl_pct,norm_avg_hgt,norm_experience,norm_conf_wins,norm_conf_losses,norm_wins,norm_losses,norm_prob_r64,norm_prob_r32,norm_prob_s16,norm_prob_e8,norm_prob_f4,norm_prob_championship,norm_prob_champion,target_seed,target_in_tourney,target_prob_champion,target_region,conf_Selection_Sunday,region_East,region_West,region_South,region_Midwest,region_Play_in,region_—
Syracuse,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517241,0.0,0.0,0.937023,0.930147,0.878049,0.897959,0.881579,0.530612,0.530612,4,1,0.013,West,1,0,1,0,0,0,0
Notre Dame,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586207,0.0,0.0,0.967557,0.902574,0.853659,0.85034,0.802632,0.836735,0.836735,4,1,0.0205,South,1,0,0,1,0,0,0
Pittsburgh,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655172,0.0,0.0,0.919847,0.900735,0.829268,0.870748,0.934211,0.612245,0.612245,4,1,0.015,Midwest,1,0,0,0,1,0,0
Boston College,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689655,0.0,0.0,0.956107,0.913603,0.912892,0.809524,0.763158,0.612245,0.612245,5,1,0.015,East,1,1,0,0,0,0,0
Georgia Tech,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655172,0.0,0.0,0.980916,0.897059,0.916376,0.918367,0.828947,0.734694,0.734694,5,1,0.018,West,1,0,1,0,0,0,0
UMBC,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275862,0.0,0.0,0.937977,0.882353,0.874564,0.789116,0.736842,0.55102,0.55102,5,1,0.0135,South,1,0,0,1,0,0,0
Vermont,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37931,0.0,0.0,0.949427,0.893382,0.832753,0.823129,0.789474,0.632653,0.632653,5,1,0.0155,Midwest,1,0,0,0,1,0,0
NJIT,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551724,0.0,0.0,0.95229,0.911765,0.923345,0.829932,0.631579,0.55102,0.55102,6,1,0.0135,East,1,1,0,0,0,0,0
UMass Lowell,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586207,0.0,0.0,0.927481,0.913603,0.811847,0.727891,0.75,0.489796,0.489796,6,1,0.012,West,1,0,1,0,0,0,0
UAlbany,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689655,0.0,0.0,0.97042,0.904412,0.850174,0.782313,0.684211,0.591837,0.591837,6,1,0.0145,South,1,0,0,1,0,0,0
Maine,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793103,0.0,0.0,0.958969,0.941176,0.857143,0.816327,0.75,0.55102,0.55102,6,1,0.0135,Midwest,1,0,0,0,1,0,0
New Hampshire,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689655,0.0,0.0,0.929389,0.913603,0.867596,0.92517,0.736842,0.612245,0.612245,7,1,0.015,East,1,1,0,0,0,0,0
Bryant,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724138,0.0,0.0,1.0,0.992647,0.930314,0.85034,0.828947,0.591837,0.591837,7,1,0.0145,West,1,0,1,0,0,0,0
Binghamton,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793103,0.0,0.0,0.924618,0.889706,0.829268,0.85034,0.973684,0.755102,0.755102,7,1,0.0185,South,1,0,0,1,0,0,0
South Fla.,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275862,0.0,0.0,0.991412,0.939338,0.923345,0.897959,0.907895,0.591837,0.591837,7,1,0.0145,Midwest,1,0,0,0,1,0,0
Tulsa,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206897,0.0,0.0,0.979008,0.9375,0.937282,0.85034,0.881579,0.632653,0.632653,8,1,0.0155,East,1,1,0,0,0,0,0
Wichita St.,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344828,0.0,0.0,0.908397,0.873162,0.790941,0.809524,0.710526,0.571429,0.571429,8,1,0.014,West,1,0,1,0,0,0,0
UAB,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37931,0.0,0.0,0.983779,1.0,1.0,0.965986,0.815789,0.530612,0.530612,8,1,0.013,South,1,0,0,1,0,0,0
Fla. Atlantic,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448276,0.0,0.0,0.916985,0.902574,0.891986,0.931973,0.855263,0.77551,0.77551,8,1,0.019,Midwest,1,0,0,0,1,0,0
Charlotte,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517241,0.0,0.0,0.94084,0.928309,0.815331,0.816327,0.710526,0.612245,0.612245,9,1,0.015,East,1,1,0,0,0,0,0
North Texas,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448276,0.0,0.0,0.936069,0.876838,0.811847,0.795918,0.75,0.55102,0.55102,9,1,0.0135,West,1,0,1,0,0,0,0
Tulane,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448276,0.0,0.0,0.986641,0.966912,0.853659,0.863946,0.855263,0.653061,0.653061,9,1,0.016,South,1,0,0,1,0,0,0
Temple,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482759,0.0,0.0,0.932252,0.904412,0.881533,0.755102,0.657895,0.55102,0.55102,9,1,0.0135,Midwest,1,0,0,0,1,0,0
Memphis,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62069,0.0,0.0,0.967557,0.959559,0.919861,0.877551,0.947368,0.77551,0.77551,10,1,0.019,East,1,1,0,0,0,0,0
Rice,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62069,0.0,0.0,0.972328,0.954044,0.898955,0.918367,0.921053,0.714286,0.714286,10,1,0.0175,West,1,0,1,0,0,0,0
East Carolina,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655172,0.0,0.0,0.921756,0.895221,0.853659,0.884354,1.0,0.836735,0.836735,10,1,0.0205,South,1,0,0,1,0,0,0
UTSA,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827586,0.0,0.0,0.976145,0.948529,0.954704,0.897959,0.842105,0.571429,0.571429,10,1,0.014,Midwest,1,0,0,0,1,0,0
Austin Peay,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275862,0.0,0.0,0.932252,0.884191,0.825784,0.795918,0.815789,0.632653,0.632653,11,1,0.0155,East,1,1,0,0,0,0,0
Central Ark.,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37931,0.0,0.0,0.938931,0.926471,0.808362,0.829932,0.710526,0.510204,0.510204,11,1,0.0125,West,1,0,1,0,0,0,0
Queens (NC),Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448276,0.0,0.0,0.917939,0.893382,0.801394,0.761905,0.868421,0.571429,0.571429,11,1,0.014,South,1,0,0,1,0,0,0
Lipscomb,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448276,0.0,0.0,0.960878,0.928309,0.912892,0.92517,0.697368,0.510204,0.510204,11,1,0.0125,Midwest,1,0,0,0,1,0,0
FGCU,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586207,0.0,0.0,0.976145,0.904412,0.89547,0.931973,0.947368,0.734694,0.734694,12,1,0.018,East,1,1,0,0,0,0,0
West Ga.,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586207,0.0,0.0,0.969466,0.919118,0.912892,0.85034,0.842105,0.632653,0.632653,12,1,0.0155,West,1,0,1,0,0,0,0
Bellarmine,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655172,0.0,0.0,0.990458,0.920956,0.857143,0.891156,0.776316,0.693878,0.693878,12,1,0.017,South,1,0,0,1,0,0,0
Jacksonville,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689655,0.0,0.0,0.947519,0.895221,0.850174,0.77551,0.710526,0.428571,0.428571,12,1,0.0105,Midwest,1,0,0,0,1,0,0
Stetson,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724138,0.0,0.0,0.995229,0.96875,0.898955,0.918367,1.0,0.897959,0.897959,13,1,0.022,East,1,1,0,0,0,0,0
Eastern Ky.,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724138,0.0,0.0,0.979962,0.941176,0.888502,0.843537,0.815789,0.530612,0.530612,13,1,0.013,West,1,0,1,0,0,0,0
North Florida,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862069,0.0,0.0,0.923664,0.821691,0.794425,0.741497,0.710526,0.489796,0.489796,13,1,0.012,South,1,0,0,1,0,0,0
North Ala.,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724138,0.0,0.0,0.957061,0.911765,0.867596,0.911565,0.855263,0.673469,0.673469,13,1,0.0165,Midwest,1,0,0,0,1,0,0
Saint Louis,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103448,0.0,0.0,0.913168,0.821691,0.780488,0.761905,0.763158,0.510204,0.510204,14,1,0.0125,East,1,1,0,0,0,0,0
VCU,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241379,0.0,0.0,0.928435,0.904412,0.850174,0.836735,0.855263,0.530612,0.530612,14,1,0.013,West,1,0,1,0,0,0,0
Saint Joseph's,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344828,0.0,0.0,0.984733,0.998162,0.937282,0.884354,0.842105,0.55102,0.55102,14,1,0.0135,South,1,0,0,1,0,0,0
Dayton,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344828,0.0,0.0,0.951336,0.882353,0.773519,0.782313,0.815789,0.591837,0.591837,14,1,0.0145,Midwest,1,0,0,0,1,0,0
George Mason,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275862,0.0,0.0,0.96374,0.987132,0.937282,0.959184,0.855263,0.632653,0.632653,15,1,0.0155,East,1,1,0,0,0,0,0
Davidson,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413793,0.0,0.0,0.98187,0.943015,0.940767,0.904762,0.868421,0.673469,0.673469,15,1,0.0165,West,1,0,1,0,0,0,0
George Washington,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448276,0.0,0.0,0.969466,0.922794,0.97561,1.0,0.934211,1.0,1.0,15,1,0.0245,South,1,0,0,1,0,0,0
Duquesne,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482759,0.0,0.0,0.917939,0.919118,0.825784,0.782313,0.736842,0.489796,0.489796,15,1,0.012,Midwest,1,0,0,0,1,0,0
Rhode Island,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482759,0.0,0.0,0.944656,0.898897,0.89547,0.904762,0.855263,0.653061,0.653061,16,1,0.016,East,1,1,0,0,0,0,0
Fordham,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482759,0.0,0.0,0.926527,0.887868,0.857143,0.877551,0.763158,0.591837,0.591837,16,1,0.0145,West,1,0,1,0,0,0,0
Richmond,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517241,0.0,0.0,0.938931,0.933824,0.89547,0.904762,0.842105,0.673469,0.673469,16,1,0.0165,South,1,0,0,1,0,0,0
La Salle,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724138,0.0,0.0,0.990458,0.963235,0.902439,0.965986,0.868421,0.714286,0.714286,16,1,0.0175,Midwest,1,0,0,0,1,0,0
St. Bonaventure,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0.0,Play-in,1,0,0,0,0,1,0
Loyola Chicago,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0.0,Play-in,1,0,0,0,0,1,0
Arizona,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0.0,Play-in,1,0,0,0,0,1,0
Houston,Selection Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0.0,Play-in,1,0,0,0,0,1,0
